Company,Location_HQ,Industry,Laid_Off_Count,Date,Source,List_of_Employees_Laid_Off,Funds_Raised,Stage,Date_Added,Country,Percentage
Revolut,London,Finance,60,2020-05-11 00:00:00,https://www.fnlondon.com/articles/digital-bank-revolut-just-cut-about-60-workers-as-covid-19-crisis-bites-20200511,Unknown,837.0,Series D,2020-05-20 03:27:35,United Kingdom,0.03
Cadre,New York City,Real Estate,28,2020-05-11 00:00:00,https://layoffs.fyi/2020/05/19/real-estate-investing-startup-cadre-laid-off-28-employees/,Unknown,133.0,Series C,2020-05-11 22:21:03,United States,0.25
N26,New York City,Finance,9,2020-05-08 00:00:00,https://financefwd.com/de/n26-usa-kuendigungen/,Unknown,782.0,Series D,2020-05-12 15:00:39,United States,0.01
Jump,New York City,Transportation,500,2020-05-07 00:00:00,https://www.nytimes.com/2020/05/07/technology/the-results-are-in-for-the-sharing-economy-they-are-ugly.html,Unknown,11.0,Acquired,2020-05-08 14:37:11,United States,1.0
Glassdoor,SF Bay Area,Recruiting,300,2020-05-07 00:00:00,https://www.businessinsider.com/glassdoor-lays-off-300-30-staff-due-to-covid-19-2020-5,Unknown,204.0,Acquired,2020-05-07 21:09:14,United States,0.3
Numbrs,Zurich,Finance,62,2020-05-07 00:00:00,https://financefwd.com/de/finanzierungsrunde-geplatzt-numbrs/,Unknown,78.0,Series B,2020-05-08 14:05:29,Switzerland,0.5
Flywire,Boston,Finance,60,2020-05-07 00:00:00,https://www.americaninno.com/boston/inno-news-boston/fintech-startup-flywire-downsizes-12-percent-of-workforce/,Unknown,263.0,Series E,2020-05-07 22:51:13,United States,0.12
SalesLoft,Atlanta,Sales,55,2020-05-07 00:00:00,https://www.protocol.com/salesloft-shot-money-from-guns-layoffs-coronavirus,Unknown,145.0,Series D,2020-05-08 14:03:07,United States,
Tally,SF Bay Area,Finance,28,2020-05-07 00:00:00,https://layoffs.fyi/2020/05/13/credit-card-automation-startup-tally-laid-off-28-employees/,Unknown,92.0,Series C,2020-05-11 14:02:29,United States,0.23
Airy Rooms,Jakarta,Travel,,2020-05-07 00:00:00,https://www.thejakartapost.com/news/2020/05/08/hotel-start-up-airy-closes-permanently-due-to-pandemic.html,Unknown,,Unknown,2020-06-04 22:23:05,Indonesia,1.0
Uber,SF Bay Area,Transportation,3700,2020-05-06 00:00:00,https://layoffs.fyi/2020/05/12/uber-laid-off-3700-employees-with-more-expected/,Unknown,24700.0,Post-IPO,2020-05-06 13:49:11,United States,0.14
Validity,Boston,Data,130,2020-05-06 00:00:00,https://www.americaninno.com/boston/inno-news-boston/customer-data-quality-startup-validity-lays-off-130/,Unknown,,Private Equity,2020-05-07 00:30:16,United States,0.33
Flatiron School,New York City,Education,100,2020-05-06 00:00:00,https://www.businessinsider.com/weworks-flatiron-school-lays-off-workers-2020-5,Unknown,15.0,Acquired,2020-05-07 04:07:08,United States,
Rubicon Project,Los Angeles,Marketing,50,2020-05-06 00:00:00,https://www.adexchanger.com/platforms/post-merger-rubicon-project-cuts-8-of-staff/,Unknown,60.0,Post-IPO,2020-05-07 03:51:22,United States,0.08
Segment,SF Bay Area,Data,50,2020-05-06 00:00:00,https://www.businessinsider.com/segment-10-percent-layoffs-downturn-2020-5,Unknown,283.0,Series D,2020-05-07 22:45:16,United States,0.1
OPay,Lagos,Finance,,2020-05-06 00:00:00,https://weetracker.com/2020/05/06/opay-has-fired-staff-and-lost-top-executives/,Unknown,170.0,Series B,2020-05-15 04:03:06,Nigeria,0.7000000000000001
ThoughtSpot,SF Bay Area,Data,,2020-05-06 00:00:00,https://www.businessinsider.com/tech-companies-covid19-layoffs-furloughs-benefits-2020-5,Unknown,743.0,Series E,2020-05-08 23:18:42,United States,
Airbnb,SF Bay Area,Travel,1900,2020-05-05 00:00:00,https://layoffs.fyi/2020/05/07/airbnb-laid-off-1900-employees/,Unknown,5400.0,Private Equity,2020-05-05 19:32:52,United States,0.25
Juul,SF Bay Area,Consumer,900,2020-05-05 00:00:00,https://layoffs.fyi/2020/06/03/juul-layoff-list-emerges-1550-employees-have-been-cut-in-the-past-year/,Unknown,1500.0,Unknown,2020-05-06 15:23:07,United States,0.3
Andela,New York City,Recruiting,135,2020-05-05 00:00:00,https://layoffs.fyi/2020/07/08/andela-layoff-list-emerges/,Unknown,181.0,Series D,2020-05-06 15:03:16,United States,0.1
Stack Overflow,New York City,Recruiting,40,2020-05-05 00:00:00,https://www.businessinsider.com/stack-overflow-reduces-workforce-furloughs-layoffs-2020-5,Unknown,68.0,Series D,2020-05-07 03:54:31,United States,0.15
Pipedrive,Tallinn,Sales,31,2020-05-05 00:00:00,https://news.err.ee/1086024/pipedrive-laying-off-14-employees-in-tallinn-tartu-offices,Unknown,90.0,Series C,2020-05-07 22:42:55,Estonia,
Workable,Boston,Recruiting,25,2020-05-05 00:00:00,https://www.insider.gr/epiheiriseis/tehnologia/136195/se-mazikes-apolyseis-prohora-i-workable,Unknown,84.0,Series C,2020-05-06 13:56:58,United States,0.1
Cloudera,SF Bay Area,Infrastructure,,2020-05-05 00:00:00,https://www.bizjournals.com/sanjose/news/2020/05/06/cloudera-layoffs-cldr.html,Unknown,1000.0,Post-IPO,2020-05-07 14:04:14,United States,
Handshake,SF Bay Area,Recruiting,,2020-05-05 00:00:00,LinkedIn,Unknown,74.0,Series C,2020-05-10 05:49:57,United States,
League,Toronto,Healthcare,,2020-05-05 00:00:00,https://www.linkedin.com/posts/mserbinis_like-so-many-other-businesses-around-the-activity-6663604606347550722-9KUA,Unknown,76.0,Unknown,2020-05-07 00:15:05,Canada,
CureFit,Bengaluru,Fitness,800,2020-05-04 00:00:00,https://www.reuters.com/article/us-curefit-jobs/fitness-group-cure-fit-lays-off-employees-mulls-all-digital-move-sources-idUSKBN22G1WI,Unknown,404.0,Series D,2020-05-04 14:34:30,India,0.16
Careem,Dubai,Transportation,536,2020-05-04 00:00:00,https://www.thenational.ae/business/economy/dubai-s-careem-cuts-536-jobs-as-lockdowns-hit-ride-hailing-across-middle-east-1.1014784,Unknown,771.0,Acquired,2020-05-04 14:36:22,United Arab Emirates,0.31
Oriente,Hong Kong,Finance,400,2020-05-04 00:00:00,https://www.dealstreetasia.com/stories/oriente-lay-off-workforce-187008/,Unknown,175.0,Series B,2020-05-05 23:48:13,Hong Kong,0.2
Veriff,Tallinn,Security,63,2020-05-04 00:00:00,https://news.err.ee/1085714/estonian-id-verification-company-veriff-to-lay-off-63-staff,Unknown,7.0,Series A,2020-05-05 14:36:13,Estonia,0.21
Element AI,Montreal,Other,62,2020-05-04 00:00:00,https://www.theglobeandmail.com/business/article-element-ai-cuts-staff-adds-senior-executives-as-it-attempts-to-live/,Unknown,257.0,Series B,2020-05-06 22:57:13,Canada,0.15
Deputy,Sydney,HR,60,2020-05-04 00:00:00,https://www.afr.com/young-rich/young-rich-lister-shifts-gears-to-survive-20200403-p54gty,Unknown,106.0,Series B,2020-05-18 14:26:39,Australia,0.3
Loopio,Toronto,Sales,11,2020-05-04 00:00:00,https://betakit.com/loopio-lays-off-11-staff-as-it-sees-increased-scrutiny-from-buyers-during-pandemic/,Unknown,11.0,Series A,2020-05-07 03:57:42,Canada,0.08
Castlight Health,SF Bay Area,Healthcare,,2020-05-04 00:00:00,LinkedIn,Unknown,184.0,Post-IPO,2020-05-10 05:37:36,United States,0.13
Trivago,Dusseldorf,Travel,,2020-05-04 00:00:00,https://skift.com/2020/05/04/trivago-looks-to-reorganize-with-significant-job-cuts/,Unknown,55.0,Acquired,2020-05-07 14:15:37,Germany,
Trax,Tel Aviv,Retail,120,2020-05-03 00:00:00,"https://www.calcalistech.com/ctech/articles/0,7340,L-3815332,00.html",Unknown,386.0,Series D,2020-05-17 14:18:56,Israel,0.1
LiveTiles,New York City,Other,50,2020-05-03 00:00:00,https://medium.com/@ErikRalston/livetiles-time-to-say-goodbye-d86bfb28a93,Unknown,46.0,Post-IPO,2020-05-09 03:48:28,United States,
OYO,London,Travel,150,2020-05-01 00:00:00,https://www.yahoo.com/lifestyle/coronavirus-covid-19-oyo-hotels-uk-redundancies-exclusive-155109993.html,Unknown,2400.0,Series F,2020-05-04 23:56:43,United Kingdom,
Namely,New York City,HR,110,2020-05-01 00:00:00,https://layoffs.fyi/2020/05/11/namely-laid-off-160-employees-citing-challenges-faced-by-its-smb-customers/,Unknown,217.0,Series E,2020-05-02 14:14:00,United States,0.4
Culture Trip,London,Media,95,2020-05-01 00:00:00,https://www.businessinsider.com/culture-trip-layoffs-2020-5?,Unknown,102.0,Series B,2020-05-01 21:01:44,United Kingdom,0.32
Sandbox VR,SF Bay Area,Consumer,80,2020-05-01 00:00:00,https://layoffs.fyi/2020/05/08/sandbox-vr-laid-off-its-engineering-team/,Unknown,82.0,Series A,2020-05-01 22:19:25,United States,0.8
Virtudent,Boston,Healthcare,70,2020-05-01 00:00:00,https://www.americaninno.com/boston/inno-news-boston/teledentisty-startup-virtudent-downsizes-amid-coronavirus-crisis/,Unknown,10.0,Series A,2020-05-01 23:22:44,United States,
Monese,Lisbon,Finance,35,2020-05-01 00:00:00,https://www.altfi.com/article/6531_exclusive-monese-looking-to-close-lisbon-and-berlin-offices-with-layoffs-across-the-company,Unknown,80.0,Unknown,2020-06-01 13:11:04,Portugal,
TheSkimm,New York City,Media,26,2020-05-01 00:00:00,https://www.wsj.com/articles/theskimm-cuts-20-of-staff-amid-coronavirus-pandemic-11588362569,Unknown,28.0,Series C,2020-05-02 03:21:16,United States,0.2
Automatic,SF Bay Area,Transportation,,2020-05-01 00:00:00,https://techcrunch.com/2020/05/01/smart-driving-assistant-automatic-is-shutting-down/,Unknown,24.0,Acquired,2020-05-01 21:07:44,United States,1.0
Flynote,Bengaluru,Travel,,2020-05-01 00:00:00,https://www.livemint.com/companies/start-ups/covid-19-impact-sequoia-backed-travel-startup-flynote-lays-off-employees-11588308775639.html,Unknown,1.0,Seed,2020-05-07 23:26:51,India,
Bullhorn,Boston,Sales,100,2020-04-30 00:00:00,https://layoffs.fyi/2020/05/05/bullhorn-laid-off-100-employees/,Unknown,32.0,Acquired,2020-05-02 18:13:58,United States,
Care.com,Boston,Consumer,81,2020-04-30 00:00:00,https://www.bloomberg.com/news/articles/2020-04-30/iac-to-cut-81-care-com-employees-in-restructuring-after-deal,Unknown,156.0,Acquired,2020-05-01 03:40:19,United States,
AirMap,Los Angeles,Aerospace,,2020-04-30 00:00:00,https://layoffs.fyi/2020/05/26/drone-startup-airmap-conducts-layoff/,Unknown,75.0,Unknown,2020-05-02 03:23:06,United States,
Cohesity,SF Bay Area,Data,,2020-04-30 00:00:00,https://www.bizjournals.com/sanjose/news/2020/05/01/cohesity-job-cuts.html,Unknown,660.0,Series E,2020-05-01 20:57:58,United States,
Fandom,SF Bay Area,Media,,2020-04-30 00:00:00,https://community.fandom.com/wiki/User_blog:Perkinsmt/Fandom_Staffing_Update,Unknown,145.0,Series E,2020-05-01 03:42:32,United States,0.14
PicoBrew,Seattle,Food,,2020-04-30 00:00:00,https://thespoon.tech/rest-in-peace-picobrew/,Unknown,15.0,Series A,2020-05-01 23:18:18,United States,1.0
Lyft,SF Bay Area,Transportation,982,2020-04-29 00:00:00,https://layoffs.fyi/2020/04/30/lyft-laid-off-982-employees/,Unknown,4900.0,Post-IPO,2020-04-29 16:16:49,United States,0.17
WeWork,SF Bay Area,Real Estate,300,2020-04-29 00:00:00,https://news.crunchbase.com/news/wework-lays-off-staff-as-part-of-a-realignment/,Unknown,2250.0,Series H,2020-04-28 14:35:21,United States,
Kayak / OpenTable,Stamford,Travel,160,2020-04-29 00:00:00,https://skift.com/2020/04/29/kayak-and-opentable-layoffs-and-furloughs-impact-400-employees/,Unknown,229.0,Acquired,2020-04-30 04:07:09,United States,0.08
Kitopi,New York City,Food,124,2020-04-29 00:00:00,https://commercialobserver.com/2020/04/ghost-kitchen-kitopi-cuts-124-new-york-city-employees/,Unknown,89.0,Series B,2020-04-29 23:00:21,United States,
Lime,SF Bay Area,Transportation,80,2020-04-29 00:00:00,https://layoffs.fyi/2020/05/04/lime-laid-off-80-employees/,Unknown,765.0,Series D,2020-04-29 22:26:47,United States,0.13
Transfix,New York City,Logistics,24,2020-04-29 00:00:00,https://www.freightwaves.com/news/breaking-transfix-lays-off-10-of-its-staff,Unknown,128.0,Series D,2020-04-29 22:58:38,United States,0.1
Yoco,Cape Town,Finance,,2020-04-29 00:00:00,https://disrupt-africa.com/2020/04/sa-fintech-startup-yoco-to-retrench-staff-as-covid-19-impacts-revenues/,Unknown,23.0,Series B,2020-05-15 04:04:15,South Africa,
TripAdvisor,Boston,Travel,900,2020-04-28 00:00:00,https://layoffs.fyi/2020/04/30/tripadvisor-laid-off-900-employees/,Unknown,3.0,Post-IPO,2020-04-28 15:28:12,United States,0.25
Renmoney,Lagos,Finance,391,2020-04-28 00:00:00,https://techcabal.com/2020/04/28/tech-startups-recession/,Unknown,,Unknown,2020-05-15 04:06:05,Nigeria,0.5
Deliveroo,London,Food,367,2020-04-28 00:00:00,https://layoffs.fyi/2020/06/24/deliveroo-layoff-list-showcases-over-100-of-its-global-employees/,Unknown,1500.0,Series G,2020-04-28 17:46:56,United Kingdom,0.15
App Annie,SF Bay Area,Data,80,2020-04-28 00:00:00,https://www.gamesindustry.biz/articles/2020-04-28-app-annie-lays-off-a-small-fraction-of-its-workforce,Unknown,156.0,Unknown,2020-04-28 14:36:43,United States,0.18
OpenX,Los Angeles,Marketing,35,2020-04-28 00:00:00,https://www.adexchanger.com/platforms/openx-cuts-staff-hours-and-executive-pay-in-response-to-reduced-marketer-spend/,Unknown,70.0,Unknown,2020-04-29 14:20:19,United States,0.15
PayJoy,SF Bay Area,Finance,27,2020-04-28 00:00:00,https://layoffs.fyi/2020/05/27/exclusive-fintech-startup-payjoy-laid-off-23-employees/,Unknown,71.0,Series B,2020-05-27 22:09:17,United States,0.25
Shipsi,Los Angeles,Retail,20,2020-04-28 00:00:00,https://dot.la/shipsi-los-angeles-layoffs-2645859647.html,Unknown,2.0,Seed,2020-04-28 22:17:39,United States,0.5
Desktop Metal,Boston,Other,,2020-04-28 00:00:00,https://www.americaninno.com/boston/inno-news-boston/desktop-metal-lays-off-staff-amid-coronavirus-disruption/,Unknown,436.0,Series E,2020-04-29 00:27:50,United States,
Migo,SF Bay Area,Finance,,2020-04-28 00:00:00,https://www.migo.money/migos-response-to-covid-19/,Unknown,37.0,Series B,2020-05-29 21:24:08,United States,0.25
Automation Anywhere,SF Bay Area,Other,260,2020-04-27 00:00:00,https://siliconangle.com/2020/04/27/automation-anywhere-lays-off-tenth-workforce-due-covid-19/,Unknown,840.0,Series B,2020-04-27 17:38:59,United States,0.1
JetClosing,Seattle,Real Estate,20,2020-04-27 00:00:00,https://www.nytimes.com/2020/04/27/technology/startups-sba-loans-backlash.html,Unknown,24.0,Series A,2020-04-28 03:55:45,United States,0.2
Qwick,Phoenix,Recruiting,,2020-04-27 00:00:00,https://www.nytimes.com/2020/04/27/technology/startups-sba-loans-backlash.html,Unknown,4.0,Seed,2020-04-28 03:54:40,United States,0.7000000000000001
OYO,Sao Paulo,Travel,500,2020-04-25 00:00:00,https://headtopics.com/br/oyo-demite-centenas-no-brasil-contaazul-enxuga-um-terco-do-time-link-estad-o-12623044,Unknown,2400.0,Series F,2020-05-11 14:13:14,Brazil,
Stoqo,Jakarta,Food,250,2020-04-25 00:00:00,https://www.bloomberg.com/news/articles/2020-04-29/indonesian-startup-stoqo-becomes-latest-casualty-of-the-virus,Unknown,,Series A,2020-04-26 14:40:18,Indonesia,1.0
Submittable,Missoula,Other,30,2020-04-25 00:00:00,https://layoffs.fyi/2020/05/15/submittable-laid-off-30-employees-as-university-clients-shut-down-operations/,Unknown,17.0,Series B,2020-05-14 22:12:19,United States,0.2
Divergent 3D,Los Angeles,Transportation,57,2020-04-24 00:00:00,https://techcrunch.com/2020/04/24/manufacturing-startup-divergent-3d-reduces-staff-by-one-third/,Unknown,88.0,Series B,2020-04-24 21:48:15,United States,0.36
Ada Support,Toronto,Support,36,2020-04-24 00:00:00,https://betakit.com/ada-support-lays-off-23-percent-of-staff-amid-uncertainty-caused-by-pandemic/,Unknown,60.0,Series B,2020-04-24 21:34:02,Canada,0.23
UPshow,Chicago,Marketing,19,2020-04-24 00:00:00,https://www.chicagobusiness.com/john-pletz-technology/what-covid-19-means-chicagos-tech-sector,Unknown,7.0,Series A,2020-04-25 05:59:47,United States,0.3
Lighter Capital,Seattle,Finance,18,2020-04-24 00:00:00,https://www.geekwire.com/2020/seattle-investment-company-lighter-capital-trims-staff-preserve-runway/,Unknown,15.0,Series B,2020-04-27 14:22:34,United States,0.22
Horizn Studios,Berlin,Travel,15,2020-04-24 00:00:00,https://www.deutsche-startups.de/2020/04/24/horizn-studios-sanierung/,Unknown,30.0,Series B,2020-04-27 14:26:06,Germany,0.25
Welkin Health,SF Bay Area,Healthcare,10,2020-04-24 00:00:00,https://nypost.com/2020/09/13/welkin-health-startup-cut-staff-three-days-before-ppp-loan/,Unknown,29.0,Series B,2020-09-16 18:30:24,United States,0.33
Jiobit,Chicago,Consumer,6,2020-04-24 00:00:00,https://www.chicagobusiness.com/john-pletz-technology/what-covid-19-means-chicagos-tech-sector,Unknown,12.0,Unknown,2020-04-25 05:58:11,United States,0.21
TutorMundi,Sao Paulo,Education,4,2020-04-24 00:00:00,Company executive,Unknown,2.0,Series A,2020-05-03 04:35:28,Brazil,1.0
Cheddar,New York City,Media,,2020-04-24 00:00:00,https://www.thewrap.com/cheddar-permanently-shuts-down-los-angeles-studio-amid-mass-layoffs/,Unknown,54.0,Acquired,2020-04-30 21:55:36,United States,
GoCardless,London,Finance,,2020-04-24 00:00:00,https://medium.com/@hirokitakeuchi/managing-our-costs-through-covid-19-6fe4e0a12e2d,Unknown,122.0,Series E,2020-04-28 18:01:09,United Kingdom,
StockX,Detroit,Retail,100,2020-04-23 00:00:00,https://www.inputmag.com/style/stockx-layoffs-12-percent-staff-cutting-costs-profit,Unknown,160.0,Series C,2020-04-24 04:29:44,United States,0.12
Zenefits,SF Bay Area,HR,87,2020-04-23 00:00:00,https://www.businessinsider.com/coronavirus-hr-startup-zenefits-lays-off-15-percent-staff-2020-4,Unknown,583.0,Series C,2020-04-24 00:53:18,United States,0.15
Sisense,New York City,Data,80,2020-04-23 00:00:00,"https://www.calcalistech.com/ctech/articles/0,7340,L-3810192,00.html?path=5211.Ctech-5220.ctech.News",Unknown,274.0,Series F,2020-04-23 22:09:58,United States,0.09
Oscar Health,New York City,Healthcare,70,2020-04-23 00:00:00,https://www.bloomberg.com/news/articles/2020-04-24/white-house-linked-oscar-health-laying-off-5-of-staff,Unknown,1300.0,Unknown,2020-04-24 00:29:21,United States,0.05
Simon Data,New York City,Marketing,6,2020-04-23 00:00:00,Internal memo,Unknown,68.0,Series C,2020-05-15 22:59:17,United States,
Convoy,Seattle,Logistics,,2020-04-23 00:00:00,https://www.geekwire.com/2020/convoy-leans-technology-seattle-digital-freight-startup-navigates-volatile-trucking-industry/,Unknown,665.0,Series D,2020-04-30 21:39:58,United States,0.01
PowerReviews,Chicago,Retail,,2020-04-23 00:00:00,LinkedIn,Unknown,78.0,Acquired,2020-04-27 04:01:22,United States,
Singular,SF Bay Area,Marketing,,2020-04-23 00:00:00,"https://www.calcalistech.com/ctech/articles/0,7340,L-3810192,00.html?path=5211.Ctech-5220.ctech.News",Unknown,50.0,Series B,2020-04-23 22:16:40,United States,
Magic Leap,Miami,Consumer,1000,2020-04-22 00:00:00,https://layoffs.fyi/2020/04/27/magic-leap-laid-off-1000-employees/,Unknown,2600.0,Series E,2020-04-22 16:59:24,United States,0.5
When I Work,Minneapolis,HR,55,2020-04-22 00:00:00,https://www.americaninno.com/minne/inno-news-minne/after-long-period-of-growth-when-i-work-cuts-35-of-minneapolis-staff/,Unknown,24.0,Series B,2020-04-23 14:34:28,United States,0.35000000000000003
Ike,SF Bay Area,Transportation,10,2020-04-22 00:00:00,https://www.theinformation.com/briefings/59d773,Unknown,52.0,Series A,2020-04-22 22:53:18,United States,0.14
Airy Rooms,Jakarta,Travel,,2020-04-22 00:00:00,https://www.techinasia.com/airy-cease-operations,Unknown,,Unknown,2020-05-10 20:57:58,Indonesia,0.7000000000000001
Clearbit,SF Bay Area,Data,,2020-04-22 00:00:00,https://layoffs.fyi/2020/04/28/clearbit-conducted-a-layoff/,Unknown,17.0,Series A,2020-04-25 05:27:20,United States,
ExtraHop,Seattle,Security,,2020-04-22 00:00:00,https://www.geekwire.com/2020/tech-startup-layoffs-seattle-based-security-company-extrahop-cuts-staff/,Unknown,61.0,Series C,2020-04-23 22:47:13,United States,
Nearmap,Sydney,Construction,,2020-04-22 00:00:00,https://www.fnarena.com/index.php/2020/04/22/nearmap-prepares-for-weak-conditions/,Unknown,15.0,Post-IPO,2020-05-10 05:45:40,Australia,0.1
